,target_gene,category,class,gene_descriptor,genomic_location_GRCh38,refseq_examples,similar_genes_functional,key_pathways,drug_associated_interactions,reference_gene,reference_gene_GenePTembedding,reference_description_GenePTembedding,target_name_GenePTembedding,target_description_GenePTembedding,reference_gene_description,target_gene_description
72,,Negative-Control,,,,,,,,RNU6-737P,"[-0.00542196 -0.02089257 -0.00953645 ... -0.02214612  0.01285904
  0.00096881]","[-0.01810724 -0.02942092  0.00207284 ... -0.01940443 -0.00052824
 -0.00290197]",,,Gene Symbol RNU6-737P,No Description
73,,Negative-Control,,,,,,,,C19orf81,"[-0.0162886  -0.00790646  0.0021341  ... -0.01795988 -0.00901208
 -0.02622631]","[-0.02369935 -0.01225259  0.01817743 ... -0.02336909 -0.01387086
 -0.01932673]",,,Gene Symbol C19orf81,No Description
74,,Negative-Control,,,,,,,,VPS37B,"[-0.01529131 -0.02357126 -0.00745468 ... -0.02291651 -0.01654626
  0.0039797 ]","[-0.03455739 -0.02542531 -0.00523617 ... -0.02129944 -0.00409958
 -0.00302213]",,,Gene Symbol VPS37B Enables calcium-dependent protein binding activity. Involved in positive regulation of viral budding via host ESCRT complex. Located in endosome membrane; midbody; and plasma membrane. Part of ESCRT I complex.,No Description
75,,Negative-Control,,,,,,,,OR2S1P,"[-0.00047597  0.00835649 -0.00529313 ... -0.0128915  -0.00935817
 -0.0115948 ]","[-0.01619329  0.01176792 -0.01338857 ... -0.01219127 -0.00852661
 -0.00494795]",,,"Gene Symbol OR2S1P Olfactory receptors interact with odorant molecules in the nose, to initiate a neuronal response that triggers the perception of a smell. The olfactory receptor proteins are members of a large family of G-protein-coupled receptors (GPCR) arising from single coding-exon genes. Olfactory receptors share a 7-transmembrane domain structure with many neurotransmitter and hormone receptors and are responsible for the recognition and G protein-mediated transduction of odorant signals. The olfactory receptor gene family is the largest in the genome. The nomenclature assigned to the olfactory receptor genes and proteins for this organism is independent of other organisms.",No Description
76,,Negative-Control,,,,,,,,C16orf92,"[-0.01188007 -0.00678766  0.00753812 ... -0.00503211  0.01270424
 -0.02006144]","[-0.0327185  -0.00599108 -0.01443539 ... -0.00769543  0.01526175
 -0.0049194 ]",,,Gene Symbol C16orf92 Predicted to be involved in fusion of sperm to egg plasma membrane involved in single fertilization. Predicted to be located in plasma membrane. Predicted to be integral component of membrane.,No Description
77,,Negative-Control,,,,,,,,PLAG1,"[-0.01572844 -0.02000292  0.00697197 ... -0.00298453 -0.00334592
 -0.01189662]","[-0.04252617  0.00260516  0.00438971 ...  0.00071514 -0.00931331
 -0.0082785 ]",,,"Gene Symbol PLAG1 Pleomorphic adenoma gene 1 encodes a zinc finger protein with 2 putative nuclear localization signals. PLAG1, which is developmentally regulated, has been shown to be consistently rearranged in pleomorphic adenomas of the salivary glands. PLAG1 is activated by the reciprocal chromosomal translocations involving 8q12 in a subset of salivary gland pleomorphic adenomas. Three transcript variants encoding two different isoforms have been found for this gene.",No Description
78,,Negative-Control,,,,,,,,VCX3B,"[-0.02267328 -0.02287355 -0.00475281 ... -0.03064111 -0.00445598
 -0.00982747]","[-0.03932737 -0.00942164  0.00263539 ... -0.01635602 -0.00184103
 -0.00339231]",,,"Gene Symbol VCX3B This gene belongs to the VCX/Y gene family, which has multiple members on both X and Y chromosomes, and all are expressed exclusively in male germ cells. The X-linked members are clustered on chromosome Xp22, and the Y-linked members are two identical copies of the gene within a palindromic region on chromosome Yq11. The family members share a high degree of sequence identity, with the exception that a 30-nt unit is tandemly repeated in X-linked members but occurs only once in Y-linked members. The VCX gene cluster is polymorphic in terms of copy number; different individuals may have a different number of VCX genes. This family member, as represented by the reference genome allele, contains 14 copies of the 30-nt repeat unit. VCX/Y genes encode small and highly charged proteins containing putative bipartite nuclear localization signals. Although the exact function of this family member has yet to be determined, a role in mRNA stability regulation can be inferred from the ability of the highly similar family member, VCX-A, to inhibit mRNA decapping. A possible role in the regulation of ribosome assembly during spermatogenesis has also been suggested.",No Description
79,,Negative-Control,,,,,,,,OR2P1P,"[-0.00011123 -0.00034965 -0.00846628 ...  0.00060294 -0.00497281
 -0.01991904]","[-0.01653203  0.00904446 -0.0161626  ... -0.0080747  -0.00799554
 -0.00690044]",,,"Gene Symbol OR2P1P Olfactory receptors interact with odorant molecules in the nose, to initiate a neuronal response that triggers the perception of a smell. The olfactory receptor proteins are members of a large family of G-protein-coupled receptors (GPCR) arising from single coding-exon genes. Olfactory receptors share a 7-transmembrane domain structure with many neurotransmitter and hormone receptors and are responsible for the recognition and G protein-mediated transduction of odorant signals. The olfactory receptor gene family is the largest in the genome. The nomenclature assigned to the olfactory receptor genes and proteins for this organism is independent of other organisms.",No Description
80,,Negative-Control,,,,,,,,RPL7L1P10,"[-0.00914934  0.00400825  0.00524438 ... -0.01572647  0.01406053
 -0.00683035]","[-0.01356016 -0.01130891  0.00161767 ... -0.02056404  0.0037455
 -0.02016909]",,,Gene Symbol RPL7L1P10,No Description
81,,Negative-Control,,,,,,,,FPGS,"[-1.47324448e-04 -8.14612582e-03 -3.02317608e-06 ... -2.54754033e-02
  6.12665061e-03 -6.03454607e-03]","[-0.02990113 -0.00868433 -0.00880783 ... -0.03036914 -0.00221008
 -0.01986475]",,,"Gene Symbol FPGS This gene encodes the folylpolyglutamate synthetase enzyme. This enzyme has a central role in establishing and maintaining both cytosolic and mitochondrial folylpolyglutamate concentrations and, therefore, is essential for folate homeostasis and the survival of proliferating cells. This enzyme catalyzes the ATP-dependent addition of glutamate moieties to folate and folate derivatives. Alternative splicing results in transcript variants encoding different isoforms.",No Description
82,,Negative-Control,,,,,,,,RPL23,"[-0.01749287  0.01171156  0.01479853 ... -0.01639618 -0.0021206
  0.00296512]","[-0.0138019  -0.00799468 -0.01891901 ... -0.00721344  0.0066796
 -0.02177054]",,,"Gene Symbol RPL23 Ribosomes, the organelles that catalyze protein synthesis, consist of a small 40S subunit and a large 60S subunit. Together these subunits are composed of 4 RNA species and approximately 80 structurally distinct proteins. This gene encodes a ribosomal protein that is a component of the 60S subunit. The protein belongs to the L14P family of ribosomal proteins. It is located in the cytoplasm. This gene has been referred to as rpL17 because the encoded protein shares amino acid identity with ribosomal protein L17 from Saccharomyces cerevisiae; however, its official symbol is RPL23. As is typical for genes encoding ribosomal proteins, there are multiple processed pseudogenes of this gene dispersed through the genome.",No Description
83,,Negative-Control,,,,,,,,VDAC3,"[-0.02827284 -0.01419127  0.00181676 ... -0.01445178 -0.01934674
  0.01099652]","[-0.03255369 -0.01944033  0.00710143 ... -0.02392959 -0.01986038
  0.00418735]",,,"Gene Symbol VDAC3 This gene encodes a voltage-dependent anion channel (VDAC), and belongs to the mitochondrial porin family. VDACs are small, integral membrane proteins that traverse the outer mitochondrial membrane and conduct ATP and other small metabolites. They are known to bind several kinases of intermediary metabolism, thought to be involved in translocation of adenine nucleotides, and are hypothesized to form part of the mitochondrial permeability transition pore, which results in the release of cytochrome c at the onset of apoptotic cell death. Alternatively transcript variants encoding different isoforms have been described for this gene.",No Description
84,,Negative-Control,,,,,,,,OR7E99P,"[ 0.00612944 -0.02116886 -0.02229877 ... -0.0156282   0.0020335
 -0.01866399]","[-0.01574887  0.00532856 -0.02014329 ... -0.01364375 -0.00194887
 -0.00971641]",,,"Gene Symbol OR7E99P Olfactory receptors interact with odorant molecules in the nose, to initiate a neuronal response that triggers the perception of a smell. The olfactory receptor proteins are members of a large family of G-protein-coupled receptors (GPCR) arising from single coding-exon genes. Olfactory receptors share a 7-transmembrane domain structure with many neurotransmitter and hormone receptors and are responsible for the recognition and G protein-mediated transduction of odorant signals. The olfactory receptor gene family is the largest in the genome. The nomenclature assigned to the olfactory receptor genes and proteins for this organism is independent of other organisms.",No Description
85,,Negative-Control,,,,,,,,TMPRSS11D,"[-1.88502055e-02  9.52608592e-04 -2.69288644e-02 ... -7.09575554e-03
 -1.31210890e-02  7.08460575e-05]","[-0.03084831  0.00559684 -0.01160096 ... -0.01744743 -0.00541619
  0.00883539]",,,"Gene Symbol TMPRSS11D This gene encodes a trypsin-like serine protease released from the submucosal serous glands onto mucous membrane. It is a type II integral membrane protein and has 29-38% identity in the sequence of the catalytic region with human hepsin, enteropeptidase, acrosin, and mast cell tryptase. The noncatalytic region has little similarity to other known proteins. This protein may play some biological role in the host defense system on the mucous membrane independently of or in cooperation with other substances in airway mucous or bronchial secretions. This protein facilitates entry of viruses into host cells by proteolytically cleaving and activating viral envelope glycoproteins.",No Description
86,,Negative-Control,,,,,,,,SETD9,"[-0.02039917 -0.00838313  0.00075529 ... -0.01335268 -0.0077388
 -0.01461392]","[-0.03371106 -0.014711   -0.0002981  ... -0.02407373  0.00716589
 -0.00872852]",,,Gene Symbol SETD9 Predicted to enable lysine N-methyltransferase activity. Predicted to be involved in regulation of signal transduction by p53 class mediator. Predicted to be located in nucleoplasm.,No Description
87,,Negative-Control,,,,,,,,SLA,"[ 0.01472178 -0.00670857  0.01195458 ... -0.01151513  0.00339377
 -0.00208913]","[-0.02184749 -0.00414258 -0.01773129 ... -0.02336467 -0.00119561
  0.00118159]",,,Gene Symbol SLA Predicted to enable signaling receptor binding activity. Predicted to be involved in cell differentiation; innate immune response; and transmembrane receptor protein tyrosine kinase signaling pathway. Predicted to be located in cytosol. Predicted to be active in dendritic spine and focal adhesion. Predicted to be extrinsic component of cytoplasmic side of plasma membrane.,No Description
88,,Negative-Control,,,,,,,,MSL3,"[-0.01995348 -0.00164697 -0.01878637 ... -0.0360822  -0.00967442
 -0.0185895 ]","[-0.03513911  0.00063979 -0.0153717  ... -0.0154383   0.00258248
 -0.00101068]",,,"Gene Symbol MSL3 This gene encodes a nuclear protein that is similar to the product of the Drosophila male-specific lethal-3 gene. The Drosophila protein plays a critical role in a dosage-compensation pathway, which equalizes X-linked gene expression in males and females. Thus, the human protein is thought to play a similar function in chromatin remodeling and transcriptional regulation, and it has been found as part of a complex that is responsible for histone H4 lysine-16 acetylation. This gene can undergo X inactivation. Alternative splicing results in multiple transcript variants. Related pseudogenes have been identified on chromosomes 2, 7 and 8.",No Description
89,,Negative-Control,,,,,,,,FAM186A,"[-0.02260716 -0.00026593 -0.00899686 ... -0.02038838 -0.00275148
 -0.00648383]","[-0.02654699 -0.00740613  0.00080283 ... -0.02876816 -0.00848995
 -0.01097204]",,,Gene Symbol FAM186A,No Description
90,,Negative-Control,,,,,,,,CYB5R3,"[-0.02732316 -0.01255225 -0.01432046 ... -0.0175476  -0.01004449
 -0.02136639]","[-0.02726983 -0.01316965 -0.01264622 ... -0.031328   -0.01032635
 -0.01879163]",,,"Gene Symbol CYB5R3 This gene encodes cytochrome b5 reductase, which includes a membrane-bound form in somatic cells (anchored in the endoplasmic reticulum, mitochondrial and other membranes) and a soluble form in erythrocytes. The membrane-bound form exists mainly on the cytoplasmic side of the endoplasmic reticulum and functions in desaturation and elongation of fatty acids, in cholesterol biosynthesis, and in drug metabolism. The erythrocyte form is located in a soluble fraction of circulating erythrocytes and is involved in methemoglobin reduction. The membrane-bound form has both membrane-binding and catalytic domains, while the soluble form has only the catalytic domain. Alternate splicing results in multiple transcript variants. Mutations in this gene cause methemoglobinemias.",No Description
91,,Negative-Control,,,,,,,,PCDHB15,"[-0.00560762  0.01638213 -0.00388533 ... -0.0230272  -0.01084231
 -0.00280212]","[-0.04047278  0.00753483 -0.00117997 ... -0.02854753 -0.02776469
 -0.00090434]",,,"Gene Symbol PCDHB15 This gene is a member of the protocadherin beta gene cluster, one of three related gene clusters tandemly linked on chromosome five. The gene clusters demonstrate an unusual genomic organization similar to that of B-cell and T-cell receptor gene clusters. The beta cluster contains 16 genes and 3 pseudogenes, each encoding 6 extracellular cadherin domains and a cytoplasmic tail that deviates from others in the cadherin superfamily. The extracellular domains interact in a homophilic manner to specify differential cell-cell connections. Unlike the alpha and gamma clusters, the transcripts from these genes are made up of only one large exon, not sharing common 3' exons as expected. These neural cadherin-like cell adhesion proteins are integral plasma membrane proteins. Their specific functions are unknown but they most likely play a critical role in the establishment and function of specific cell-cell neural connections.",No Description
92,,Negative-Control,,,,,,,,KRT24,"[-0.01238044  0.00132294  0.00918968 ... -0.01046052 -0.01078848
 -0.0166849 ]","[-0.01007631  0.01279287 -0.01522044 ... -0.01388463 -0.02015263
 -0.00934419]",,,"Gene Symbol KRT24 This gene encodes a member of the type I (acidic) keratin family, which belongs to the superfamily of intermediate filament (IF) proteins. Keratins are heteropolymeric structural proteins which form the intermediate filament. These filaments, along with actin microfilaments and microtubules, compose the cytoskeleton of epithelial cells. The type I keratin genes are clustered in a region of chromosome 17q12-q21.",No Description
93,,Negative-Control,,,,,,,,RHOBTB3,"[-0.02697399 -0.01726282 -0.00975091 ... -0.01666664  0.01638842
  0.00753841]","[-0.0349408  -0.02810909 -0.00818762 ... -0.01291375  0.01325925
 -0.00978473]",,,"Gene Symbol RHOBTB3 Enables ATP binding activity and small GTPase binding activity. Involved in retrograde transport, endosome to Golgi. Located in extracellular exosome.",No Description
94,,Negative-Control,,,,,,,,H2BW1,"[-0.00309323 -0.00142677 -0.01657594 ... -0.00860059  0.00389041
  0.01046938]","[-0.03345225  0.0034117  -0.01378244 ... -0.00367622  0.00271138
  0.00870898]",,,"Gene Symbol H2BW1 Histones are basic nuclear proteins that are responsible for the nucleosome structure of the chromosomal fiber in eukaryotes. Two molecules of each of the four core histones (H2A, H2B, H3, and H4) form an octamer, around which approximately 146 bp of DNA is wrapped in repeating units, called nucleosomes. The linker histone, H1, interacts with linker DNA between nucleosomes and functions in the compaction of chromatin into higher order structures. This gene encodes a replication-independent histone that is a member of the H2B histone family that is specifically expressed in sperm nuclei. A polymorphism in the 5' UTR of this gene is associated with male infertility.",No Description
95,,Negative-Control,,,,,,,,SPATA19,"[-0.02036138 -0.00066014  0.02207489 ... -0.01208831 -0.00334504
 -0.01625162]","[-0.02549941 -0.01391342 -0.01526895 ... -0.01540962  0.00062821
 -0.01060131]",,,Gene Symbol SPATA19 Predicted to be involved in cell differentiation and spermatogenesis. Predicted to be located in mitochondrial outer membrane.,No Description
96,,Negative-Control,,,,,,,,MRO,"[-0.00499657 -0.03867507 -0.03028305 ...  0.00437545 -0.0093444
 -0.00069402]","[-0.04205304 -0.03873169 -0.01254007 ... -0.00510298  0.00610985
  0.01354694]",,,"Gene Symbol MRO This gene is specifically transcribed in males before and after differentiation of testis, and the encoded protein may play an important role in a mammalian sex determination. Multiple transcript variants encoding different isoforms have been found for this gene.",No Description
97,,Negative-Control,,,,,,,,RN7SL811P,"[-7.67271500e-03  6.73743291e-03 -8.29850417e-03 ... -3.07452772e-02
  1.54507561e-05 -1.57042383e-03]","[-0.01888917 -0.01113889 -0.00223526 ... -0.02388364 -0.00120014
  0.00271158]",,,Gene Symbol RN7SL811P,No Description
98,,Negative-Control,,,,,,,,LINC01447,"[-0.03825166 -0.00897503  0.01118286 ... -0.01348214 -0.01334497
 -0.01247621]","[-0.04311953 -0.02111577  0.01188986 ... -0.01775971 -0.0206979
 -0.01553975]",,,Gene Symbol LINC01447,No Description
99,,Negative-Control,,,,,,,,GOLGA8A,"[-0.02066706 -0.00554582  0.00676153 ... -0.01008765  0.01763461
  0.006     ]","[-0.03409709 -0.00540113  0.0095081  ... -0.00188676 -0.00546385
 -0.02206671]",,,"Gene Symbol GOLGA8A The Golgi apparatus, which participates in glycosylation and transport of proteins and lipids in the secretory pathway, consists of a series of stacked, flattened membrane sacs referred to as cisternae. Interactions between the Golgi and microtubules are thought to be important for the reorganization of the Golgi after it fragments during mitosis. The golgins constitute a family of proteins which are localized to the Golgi. This gene encodes a golgin which structurally resembles its family member GOLGA2, suggesting that they may share a similar function. There are many similar copies of this gene on chromosome 15. Alternative splicing results in multiple transcript variants.",No Description
100,,Negative-Control,,,,,,,,GJD3,"[-0.01356435  0.01385013 -0.00338777 ... -0.0305713   0.00670907
 -0.00896537]","[-0.03250059  0.01512052 -0.00023975 ... -0.02432946 -0.0033696
 -0.01668381]",,,"Gene Symbol GJD3 This gene is a member of the large family of connexins that are required for the formation of gap junctions. Six connexin monomers form a hemichannel, or connexon, on the cell surface. This connexon can interact with a connexon from a neighboring cell, thus forming a channel linking the cytoplasm of the 2 cells.",No Description
101,,Negative-Control,,,,,,,,TM4SF18,"[-0.02434965 -0.01918747 -0.02159103 ... -0.00747014 -0.00086079
 -0.02273818]","[-0.00970047 -0.0124684  -0.02755237 ... -0.01531251  0.00313932
 -0.016633  ]",,,Gene Symbol TM4SF18 Predicted to be integral component of membrane.,No Description
102,,Negative-Control,,,,,,,,NRAD1,"[-0.0177734  -0.0105422   0.00695308 ... -0.02132278 -0.01068126
 -0.01839587]","[-0.03093413 -0.01743875  0.01605324 ... -0.02250118 -0.01009822
 -0.0204096 ]",,,Gene Symbol NRAD1,No Description
